key,name,ticker,date,error_code,return_3days,return_30days,return_60days,return_90days
52254,Agenus Inc. (NASDAQ:AGEN),NASDAQ:AGEN,2012-08-02 11:00:00,,-0.018613452735422101,-0.034506547924393643,-0.056172062039762369,-0.12102484490659454
52255,Xcel Energy Inc (NYSE:XEL),NYSE:XEL,2012-08-02 10:00:00,,-0.019168799960757529,-0.061009585140996789,-0.045337316653917312,-0.075723718169837001
52256,State Auto Financial Corporation (NASDAQ:STFC),NASDAQ:STFC,2012-08-02 10:00:00,,0.072548940339867821,0.18958760725003113,0.22897566900175406,0.10383777171206184
52257,Getty Realty Corp (NYSE:GTY),NYSE:GTY,2012-08-02 09:00:00,,0.0013028702851946624,0.0094147807133620337,0.0016626120618131058,-0.067735002829863347
52258,"Annaly Capital Management, Inc. (NYSE:NLY)",NYSE:NLY,2012-08-02 09:00:00,,-0.040950029888988611,0.0051832008278389569,-0.057986616120842799,-0.14728937129770339
52259,Diana Shipping Inc. (NYSE:DSX),NYSE:DSX,2012-08-02 09:00:00,,0.047184399402941044,-0.024664014496044911,0.033826526855964871,0.084874768942189691
52260,PDL BioPharma Inc. (NASDAQ:PDLI),NASDAQ:PDLI,2012-08-02 16:30:00,,0.038873715505968583,0.13427082007037588,0.24106559391055454,0.1605483539342582
52261,Kraton Performance Polymers (NYSE:KRA),NYSE:KRA,2012-08-02 08:30:00,,-0.001146146609973496,0.091492355697210884,0.018402864356720929,0.12664098769644047
52262,Allete (NYSE:ALE),NYSE:ALE,2012-08-02 10:00:00,,-0.010218383338823727,-0.026729921510062329,-0.0034802478719856249,-0.027863777271741486
52263,General Growth Properties Inc. (NYSE:GGP),NYSE:GGP,2012-08-02 10:00:00,,0.0083349862598297818,0.054070209215743653,0.038472066072133909,0.085461956733749692
52264,"Perficient, Inc. (NASDAQ:PRFT)",NASDAQ:PRFT,2012-08-02 10:00:00,,-0.065861259386887958,-0.16651796015982309,-0.17871253629350176,-0.17000217672054779
52265,"PGT, Inc. (NASDAQ:PGTI)",NASDAQ:PGTI,2012-08-02 16:30:00,,0.16674705863940256,0.069658076383176323,0.56402174428611684,0.59273971250705781
52266,Silvercorp Metals (NYSE:SVM),NYSE:SVM,2012-08-03 11:00:00,BETA_ERROR
52267,Erie Indemnity Company (NASDAQ:ERIE),NASDAQ:ERIE,2012-08-03 10:00:00,,-0.10973894768156871,-0.14348450457125819,-0.1279240539827011,-0.021170331076591779
52268,Gartner Inc. (NYSE:IT),NYSE:IT,2012-08-03 08:30:00,,0.051582022562897331,0.060488942774064372,-0.0058717296190178535,0.016505165095304405
52269,"Sirona Dental Systems, Inc. (NASDAQ:SIRO)",NASDAQ:SIRO,2012-08-03 08:30:00,,0.12450439594768523,0.18025329934966339,0.24784994125838258,0.37925496513646728
52270,SBA Communications Corporation (NASDAQ:SBAC),NASDAQ:SBAC,2012-08-03 10:00:00,,0.014714481630073334,-0.015231213527110689,0.11444502128012074,0.16388620804217557
52271,U.S. Cellular Corp. (NYSE:USM),NYSE:USM,2012-08-03 10:30:00,,-0.084571501843548433,-0.099201006034459416,-0.11788179811006501,-0.15409845550830126
52272,Gray Television (NYSE:GTN),NYSE:GTN,2012-08-03 11:00:00,,-0.042011901708178624,-0.055199033030777181,0.13535165991220441,0.067875652278134704
52273,Novavax (NASDAQ:NVAX),NASDAQ:NVAX,2012-08-03 10:00:00,,-0.058288203789792888,-0.1979651416901575,-0.043632113899227457,-0.2057317663876089
52274,"Arbor Realty Trust, Inc. (NYSE:ABR)",NYSE:ABR,2012-08-03 10:00:00,,0.033175011932262688,0.16054889668201894,0.013836187454898022,-0.010551862183012423
52275,Pebblebrook Hotel Trust (NYSE:PEB),NYSE:PEB,2012-08-03 09:00:00,,0.025449039404127665,0.076149594779527749,-0.052225808483589875,-0.058550535011504756
52276,Hawaiian Electric Industries Inc. (NYSE:HE),NYSE:HE,2012-08-03 14:00:00,,-0.0086551908943584503,-0.058031918866448123,-0.09428346645435999,-0.10070687020746442
52277,"Lender Processing Services, Inc. (NYSE:LPS)",NYSE:LPS,2012-08-03 10:00:00,BETA_ERROR
52278,Tsakos Energy Navigation Limited (NYSE:TNP),NYSE:TNP,2012-08-03 10:00:00,,0.16216984923480585,0.29636964396993787,-0.060666431602753083,-0.30027952523575396
52279,Agrium (NYSE:AGU),NYSE:AGU,2012-08-03 08:30:00,,0.00036812493511556577,0.025059831024076315,0.076559692843936739,0.020106018117168445
52280,Buckeye Partners LP (NYSE:BPL),NYSE:BPL,2012-08-03 11:00:00,,-0.0106955801403641,-0.054607087637831855,-0.097967544109551441,-0.07588872615715879
52281,"Liberty Global, Inc. (NASDAQ:LBTYA)",NASDAQ:LBTYA,2012-08-03 09:00:00,,0.021665332959128907,0.053131487602430444,0.12096831308001324,0.1109873887666917
52282,Public Storage (NYSE:PSA),NYSE:PSA,2012-08-03 13:00:00,,-0.040703002200397256,-0.035168447337473895,-0.095187198738840045,-0.058767359630463284
