key,name,ticker,date,error_code,return_3days,return_30days,return_60days,return_90days
20958,"Synthesis Energy Systems, Inc. (NASDAQ:SYMX)",NASDAQ:SYMX,5/7/14 16:15,,-0.152009658,-0.119536169,-0.329843784,-0.309243462
20959,Marin Software (NYSE:MRIN),NYSE:MRIN,5/7/14 17:00,,0.017080427,0.221786529,-0.122692346,-0.201105891
20960,"Anacor Pharmaceuticals, Inc. (NASDAQ:ANAC)",NASDAQ:ANAC,5/7/14 4:30,,-0.201296127,-0.189881525,-0.248295696,0.121900425
20961,"Keurig Green Mountain, Inc. (NASDAQ:GMCR)",NASDAQ:GMCR,5/7/14 17:00,,0.133691109,0.235824572,0.167876622,0.254074252
20962,"Tallgrass Energy Partners, LP (NYSE:TEP)",NYSE:TEP,5/7/14 17:00,,-0.004442332,0.033904697,0.078690189,0.215012733
20963,Corcept Therapeutics Inc. (NASDAQ:CORT),NASDAQ:CORT,5/7/14 16:30,,-0.607478126,-0.592423302,-0.625647592,-0.6037167
20964,"Collectors Universe, Inc (NASDAQ:CLCT)",NASDAQ:CLCT,5/7/14 16:30,,-0.100155077,-0.16825555,-0.198566491,-0.173512087
20965,Intercept Pharmaceuticals Inc. (NASDAQ:ICPT),NASDAQ:ICPT,5/7/14 16:30,,-0.091552384,-0.063734692,-0.257234283,-0.120655197
20966,"Globalstar, Inc. (NYSEMKT:GSAT)",NYSEMKT:GSAT,5/7/14 17:00,BETA_ERROR,,,,
20967,Gran Tierra Energy (NYSEMKT:GTE),NYSEMKT:GTE,5/7/14 16:00,,0.023476369,0.050563741,-0.098857094,-0.202781003
20968,XOMA Corp.(NASDAQ:XOMA),NASDAQ:XOMA,5/7/14 16:30,,-0.146369642,-0.055639914,-0.275143826,-0.221096955
20969,Insulet Corporation (NASDAQ:PODD),NASDAQ:PODD,5/7/14 17:00,,-0.095461463,-0.079401692,-0.119088478,-0.181542681
20970,"PowerSecure International, Inc. (NYSE:POWR)",NYSE:POWR,5/7/14 17:30,,-0.731222637,-0.748787203,-0.70246402,-0.685379785
20971,"I.D. Systems, Inc. (NASDAQ:IDSY)",NASDAQ:IDSY,5/7/14 16:45,,-0.194503413,-0.041718299,0.029169099,0.037425905
20972,Primo Water (NASDAQ:PRMW),NASDAQ:PRMW,5/7/14 16:30,,-0.038859235,-0.083707925,-0.007434242,-0.118125295
20973,EMCORE (NASDAQ:EMKR),NASDAQ:EMKR,5/7/14 16:30,,-0.227306448,-0.264913173,-0.253683878,-0.251193288
20974,"Twenty-First Century Fox, Inc. (NASDAQ:FOXA)",NASDAQ:FOXA,5/7/14 16:30,,0.062248999,0.01865881,-0.095984325,-0.003204381
20975,Bruker Corporation (NASDAQ:BRKR),NASDAQ:BRKR,5/7/14 16:45,,-0.035242327,0.019886345,0.034317014,-0.142221301
20976,iPass Inc.(NASDAQ:IPAS),NASDAQ:IPAS,5/7/14 17:00,,-0.244746927,-0.230953867,-0.138598851,-0.125682097
20977,"LivePerson, Inc. (NASDAQ:LPSN)",NASDAQ:LPSN,5/7/14 17:00,,-0.011518681,-0.145698328,-0.071108094,0.206350921
20978,"McDermott International, Inc. (NYSE:MDR)",NYSE:MDR,5/7/14 17:00,,-0.021329142,0.146954791,0.033014833,-0.099486012
20979,Nektar Therapeutics (NASDAQ:NKTR),NASDAQ:NKTR,5/7/14 17:00,,-0.057569691,0.061021311,-0.222033328,-0.008255433
20980,Foundation Medicine Inc (NASDAQ:FMI),NASDAQ:FMI,5/7/14 16:30,,-0.228371274,-0.257746516,-0.296689381,-0.339048277
20981,Textura Corporation (NYSE:TXTR),NYSE:TXTR,5/7/14 17:00,,-0.095459819,0.179227103,0.325889215,0.516470666
20982,Zillow (NASDAQ:Z),NASDAQ:Z,5/7/14 17:00,BETA_ERROR,,,,
20983,Quantum (NYSE:QTM),NYSE:QTM,5/7/14 17:00,,0.021236971,0.062325798,0.101747659,0.068754417
20984,SolarCity Corporation (NASDAQ:SCTY),NASDAQ:SCTY,5/7/14 17:00,,-0.018743348,0.124207685,0.237436185,0.129759203
20985,Tesla Motors Inc (NASDAQ:TSLA),NASDAQ:TSLA,5/7/14 5:30,,-0.152657704,-0.039024067,-0.050119787,0.162903849
20986,"Meadowbrook Insurance Group, Inc. (NYSE:MIG)",NYSE:MIG,5/7/14 9:00,BETA_ERROR,,,,
20987,"Ctrip.com International, Ltd. (NASDAQ:CTRP)",NASDAQ:CTRP,5/7/14 20:00,,0.022425198,0.174492535,0.214498953,0.212464891
20988,Mavenir Systems Inc. (NYSE:MVNR),NYSE:MVNR,5/7/14 17:00,BETA_ERROR,,,,
20989,"51job, Inc. (NASDAQ:JOBS)",NASDAQ:JOBS,5/7/14 21:00,,-0.109426575,-0.129649409,0.047634702,-0.124750619
20990,Kinross Gold (NYSE:KGC),NYSE:KGC,5/8/14 7:45,,0.009585313,0.084852838,-0.014805264,-0.098769784
20991,Getty Realty Corp. (NYSE:GTY),NYSE:GTY,5/8/14 8:00,,0.027326609,-0.009127665,-0.045955075,-0.057670976
20992,"Suburban Propane Partners, L.P. (NYSE:SPH)",NYSE:SPH,2/8/14 9:00,,0.01197711,-0.095243472,-0.012973036,0.03849542
20993,Dynegy (NYSE:DYN),NYSE:DYN,5/8/14 9:00,,0.01304557,0.145210252,-0.151864655,-0.045609488
20994,Caesarstone Sdot-Yam Ltd. (NASDAQ:CSTE),NASDAQ:CSTE,5/8/14 8:30,,-0.03792654,-0.192067995,-0.235048601,-0.127565623
20995,Cablevision Systems (NYSE:CVC),NYSE:CVC,5/8/14 10:00,,0.039096755,0.023516201,0.145733095,0.119333902
20996,SunEdison (NYSE:SUNE),NYSE:SUNE,5/8/14 8:00,,-0.046940716,0.049187286,-0.007731802,-0.067592621
20997,"SandRidge Energy, Inc. (NYSE:SD)",NYSE:SD,5/8/14 9:00,,0.006395776,0.0144592,-0.15781773,-0.354282406
20998,"Walker & Dunlop, Inc. (NYSE:WD)",NYSE:WD,5/8/14 10:00,,-0.037740328,-0.117859885,-0.162519413,-0.239454147
20999,"Sarepta Therapeutics, Inc. (NASDAQ:SRPT)",NASDAQ:SRPT,5/8/14 8:00,,-0.053890334,-0.261212105,-0.507393409,-0.602232048
21000,Avis Budget Group (NASDAQ:CAR),NASDAQ:CAR,5/8/14 8:30,,-0.007662023,-0.024025275,-0.032595313,0.006462143
21001,Nationstar Mortgage Holdings (NYSE:NSM),NYSE:NSM,5/8/14 9:00,,0.080544788,0.246052364,0.021182649,0.02613213
21002,IntercontinentalExchange Group (NYSE:ICE),NYSE:ICE,5/8/14 8:30,,-0.066016968,-0.070416031,-0.076243441,-0.126734063
21003,CECO Environmental Corp. (NASDAQ:CECE),NASDAQ:CECE,5/8/14 8:30,,-0.094009813,0.013512914,-0.105800696,-0.100954342
21004,"Response Genetics, Inc. (NASDAQ:RGDX)",NASDAQ:RGDX,5/8/14 8:30,BETA_ERROR,,,,
21005,BIND Therapeutics Inc (NASDAQ:BIND),NASDAQ:BIND,5/8/14 8:30,,-0.097306707,-0.039549448,-0.148144244,-0.180333139
21006,StoneMor Partners L.P. (NYSE:STON),NYSE:STON,5/8/14 10:00,,0.012667876,-0.000194954,0.003956828,0.095470899
21007,Brookdale Senior Living (NYSE:BKD),NYSE:BKD,5/8/14 9:00,,0.020328886,0.031128189,0.08496951,0.018946118
21008,"Ballantyne Strong, Inc. (NYSEMKT:BTN)",NYSEMKT:BTN,5/8/14 11:00,,-0.053622105,-0.096002278,-0.157233386,-0.017197518
21009,Nice Systems Ltd (NASDAQ:NICE),NASDAQ:NICE,5/8/14 8:30,,-0.07807342,-0.069443623,-0.084280688,-0.10597849
21010,"Westar Energy, Inc. (NYSE:WR)",NYSE:WR,5/8/14 10:00,,-0.010516302,0.042524027,0.012657648,0.008930158
21011,Teradata (NYSE:TDC),NYSE:TDC,5/8/14 8:30,,-0.089686819,-0.07232478,-0.087979119,-0.085776944
21012,Dean Foods (NYSE:DF),NYSE:DF,5/8/14 9:00,,-0.018746839,0.104230877,-0.025633799,-0.025423246
21013,AMC Networks (NASDAQ:AMCX),NASDAQ:AMCX,5/8/14 8:30,,-0.111073663,-0.116742127,-0.127391566,-0.139384442
21014,Abraxas Petroleum (NASDAQ:AXAS),NASDAQ:AXAS,5/8/14 11:00,,-0.043797067,-0.072493742,-0.086099425,-0.03965391
21015,Amedisys (NASDAQ:AMED),NASDAQ:AMED,5/8/14 10:00,,0.048157721,-0.083563798,0.444242755,0.424233156
21016,Assured Guaranty (NYSE:AGO),NYSE:AGO,5/8/14 10:00,,0.036412585,0.041665694,-0.111315861,-0.103723402
21017,Kindred Healthcare (NYSE:KND),NYSE:KND,5/8/14 10:00,,-0.061277264,-0.010312456,-0.016386511,-0.177748175
21018,UIL Holdings Corporation (NYSE:UIL),NYSE:UIL,5/8/14 10:00,,-0.001160007,0.054850347,-0.011546706,0.06421486
21019,Niska Gas Storage Partners LLC (NYSE:NKA),NYSE:NKA,5/8/14 9:00,,-0.061535497,0.038523149,-0.031081064,-0.06468384
21020,"Agios Pharmaceuticals, Inc. (NASDAQ:AGIO)",NASDAQ:AGIO,5/8/14 8:30,,-0.197379371,0.150661616,-0.022329444,0.113872094
21021,Silver Bay Realty Trust (NYSE:SBY),NYSE:SBY,5/8/14 10:00,,0.008247811,0.069844149,0.055364899,0.072718502
21022,"Maiden Holdings, Ltd. (NASDAQ:MHLD)",NASDAQ:MHLD,5/8/14 8:30,,0.03823402,-0.091503326,-0.087499093,-0.090361084
21023,BioSpecifics Technologies Corp. (NASDAQ:BSTC),NASDAQ:BSTC,5/8/14 8:30,,-0.00115866,0.078333082,0.021628203,0.219869759
21024,Windstream Holdings Inc. (NASDAQ:WIN),NASDAQ:WIN,5/8/14 8:30,,0.00458201,0.081817345,0.273978094,0.234931105
21025,Triumph Group (NYSE:TGI),NYSE:TGI,5/8/14 8:30,,0.025033199,0.028142601,-0.069058129,-0.010131979
21026,Aqua America (NYSE:WTR),NYSE:WTR,5/8/14 11:00,,-0.027219622,-0.013500993,-0.080113846,-0.060377668
21027,Omega Protein Corporation (NYSE:OME),NYSE:OME,5/8/14 8:30,,0.161227877,0.137600951,0.178744287,0.22910746
21028,"MAXIMUS, Inc. (NYSE:MMS)",NYSE:MMS,5/8/14 9:00,,0.01424547,-0.054684836,-0.049895675,-0.0932155
21029,Regeneron Pharmaceuticals (NASDAQ:REGN),NASDAQ:REGN,5/8/14 8:30,,-0.035854964,-0.066016895,0.035704766,0.06877984
21030,The Wendy's (NASDAQ:WEN),NASDAQ:WEN,5/8/14 10:00,,0.004830218,0.012075975,-0.03518788,-0.07942564
21031,Craft Brew Alliance (NASDAQ:BREW),NASDAQ:BREW,5/8/14 11:30,,-0.166858365,-0.290761717,-0.214425612,-0.135457547
21032,"JA Solar Holdings Co., Ltd. (NASDAQ:JASO)",NASDAQ:JASO,5/8/14 8:00,,-0.015060584,-0.061907006,-0.208157646,-0.20311937
21033,QEP Resources (NYSE:QEP),NYSE:QEP,5/8/14 9:00,,-0.000380166,0.057177086,0.058319731,0.014117022
21034,Scripps Networks Interactive (NASDAQ:SNI),NASDAQ:SNI,5/8/14 10:00,,-0.001567301,0.059024934,0.079964701,-0.00739608
21035,Precision Castparts (BATS:PCP),BATS:PCP,5/8/14 10:00,,-0.021925288,-0.028743035,-0.147962362,-0.155119516
21036,Fly Leasing Ltd (NYSE:FLY),NYSE:FLY,5/8/14 9:00,,0.006528378,0.028908024,0.093644593,0.022352258
21037,The Hain Celestial Group (NASDAQ:HAIN),NASDAQ:HAIN,5/8/14 8:30,,0.082554452,-0.030873982,-0.04797679,0.087406203
21038,Gulfport Energy (NASDAQ:GPOR),NASDAQ:GPOR,5/8/14 9:00,,-0.187056578,-0.158971353,-0.303228744,-0.283605887
21039,"AdCare Health Systems, Inc. (NYSEMKT:ADK)",NYSEMKT:ADK,5/8/14 10:00,,0.026805506,0.019030364,0.156616137,0.147483423
21040,STERIS Corporation (NYSE:STE),NYSE:STE,5/8/14 10:00,,0.119643607,0.061717849,0.041932463,0.138321531
21041,W. P. Carey (NYSE:WPC),NYSE:WPC,5/8/14 11:00,,-0.014610341,0.030342074,0.064716593,0.101429676
21042,American Capital (NASDAQ:ACAS),NASDAQ:ACAS,5/8/14 11:00,,-0.046044988,-0.122535335,-0.084507265,-0.114009547
21043,Liquidity Services (NASDAQ:LQDT),NASDAQ:LQDT,5/8/14 10:30,,-0.243823663,-0.121059463,-0.238052082,-0.17289505
21044,PennantPark Investment Corporation (NASDAQ:PNNT),NASDAQ:PNNT,5/8/14 10:00,,0.021833553,0.062485462,0.075180454,0.094060395
21045,IntraLinks Holdings (NYSE:IL),NYSE:IL,5/7/14 17:00,,-0.03268661,-0.069591563,-0.153497224,-0.12464116
21046,Visteon (NYSE:VC),NYSE:VC,5/8/14 9:00,,0.019824184,-0.000932963,0.031969641,0.128844404
21047,HalcÌ_n Resources (NYSE:HK),NYSE:HK,5/8/14 10:00,,0.103230949,0.230138092,0.065908441,-0.175469813
21048,Harsco Corporation (NYSE:HSC),NYSE:HSC,5/8/14 10:00,,0.059475982,0.055666566,0.000180113,-0.081236982
21049,Triangle Capital Corp. (NYSE:TCAP),NYSE:TCAP,5/8/14 9:00,,-0.02266087,0.033719787,0.042494615,0.074195825
21050,"NxStage Medical, Inc. (NASDAQ:NXTM)",NASDAQ:NXTM,5/8/14 9:00,,0.133522447,0.129055377,0.112720353,0.075129485
21051,Cincinnati Bell (NYSE:CBB),NYSE:CBB,5/8/14 10:00,,0.18584729,0.126573004,0.14998385,0.078017649
21052,The AES (NYSE:AES),NYSE:AES,5/8/14 9:00,,-0.028929529,0.040049763,0.005850698,-0.009456824
21053,Prudential Financial (NYSE:PRU),NYSE:PRU,5/8/14 11:00,,0.024104619,0.035639226,0.027720048,-0.004283132
21054,Louisiana-Pacific (NYSE:LPX),NYSE:LPX,5/8/14 11:00,,-0.02403101,-0.186537296,-0.206052952,-0.249913937
21055,Cenveo (NYSE:CVO),NYSE:CVO,5/8/14 10:00,,0.003453698,0.135419905,0.067557979,-0.14775724
21056,"Strategic Hotels & Resorts, Inc. (NYSE:BEE)",NYSE:BEE,5/8/14 10:00,,-0.014531059,0.00898363,0.020982023,-0.003804528
21057,"Atlas Resource Partners, L.P. (NYSE:ARP)",NYSE:ARP,5/8/14 9:00,,-0.056955093,-0.011419918,0.000758932,-0.016044413
21058,Priceline Group Inc (NASDAQ:PCLN),NASDAQ:PCLN,5/8/14 7:30,,-0.002645126,-0.050374723,0.022522341,-0.131458749
21059,Repligen (NASDAQ:RGEN),NASDAQ:RGEN,5/8/14 8:30,,0.050972198,0.146685294,0.185989586,0.018722277
21060,Boulder Brands (NASDAQ:BDBD),NASDAQ:BDBD,5/8/14 9:30,,-0.107562832,-0.055022188,-0.270613913,-0.064624243
21061,Health Care REIT (NYSE:HCN),NYSE:HCN,5/8/14 10:00,,0.017828328,0.000321281,0.010831445,0.067407865
21062,Dendreon Corporation (NASDAQ:DNDN),NASDAQ:DNDN,5/8/14 9:00,BETA_ERROR,,,,
21063,Transocean Ltd. (NYSE:RIG),NYSE:RIG,5/8/14 10:00,,-0.027316405,0.033703603,-0.063464188,-0.12998885
21064,Career Education (NASDAQ:CECO),NASDAQ:CECO,5/8/14 10:00,,-0.271576317,-0.421417507,-0.33104107,-0.413265251
21065,Walter Investment Management (NYSE:WAC),NYSE:WAC,5/8/14 10:00,,0.206827169,0.132006192,0.07508529,-0.098416049
21066,Continental Resources (NYSE:CLR),NYSE:CLR,5/8/14 11:00,,-0.030623277,0.064994763,0.033033967,0.018239478
21067,Unit Corporation (NYSE:UNT),NYSE:UNT,5/8/14 11:00,,-0.052293073,-0.019506031,-0.067483132,-0.09877352
21068,"Lexicon Pharmaceuticals, Inc. (NASDAQ:LXRX)",NASDAQ:LXRX,5/8/14 11:00,,-0.022631512,0.052339788,-0.031431985,-0.085275384
21069,Curis (NASDAQ:CRIS),NASDAQ:CRIS,5/8/14 9:00,,-0.036653231,-0.283572233,-0.121472894,-0.411077336
21070,"Superconductor Technologies, Inc. (NASDAQ:SCON)",NASDAQ:SCON,5/8/14 11:00,,0.064659463,0.255842581,0.047732682,0.120499924
21071,Ameresco (NYSE:AMRC),NYSE:AMRC,5/8/14 8:30,,-0.036122244,0.132399351,0.195456035,0.203032
21072,"Star Gas Partners, L.P. (NYSE:SGU)",NYSE:SGU,5/8/14 11:00,,0.027908976,-0.057950916,-0.038331332,-0.108449952
21073,Laredo Petroleum (NYSE:LPI),NYSE:LPI,5/8/14 10:00,,-0.075583568,-0.119032639,-0.161284382,-0.335449627
21074,"MarkWest Energy Partners, L.P. (NYSE:MWE)",NYSE:MWE,5/8/14 12:00,,-0.001204894,0.060587862,0.113061296,0.282429313
21075,Corrections of America (NYSE:CXW),NYSE:CXW,5/8/14 11:00,,-0.032885036,-0.041965335,-0.042228509,0.037212414
21076,"Energy Recovery, Inc. (NASDAQ:ERII)",NASDAQ:ERII,5/8/14 10:30,,-0.107316223,0.064004878,-0.178890441,-0.35217004
21077,Atmos Energy (NYSE:ATO),NYSE:ATO,5/8/14 10:00,,-0.032047233,0.016626888,-0.065510597,-0.027955298
21078,"Cleveland BioLabs, Inc. (NASDAQ:CBLI)",NASDAQ:CBLI,5/8/14 10:00,,-0.037844705,-0.138230809,-0.268908224,-0.28496088
21079,FXCM Inc. (NYSE:FXCM),NYSE:FXCM,5/8/14 8:15,,-0.051174325,0.001475398,-0.064452867,0.029931442
21080,Vanda Pharmaceuticals (NASDAQ:VNDA),NASDAQ:VNDA,5/8/14 10:00,,-0.203377509,-0.052826574,0.019205801,-0.321593506
21081,U.S. Concrete (NASDAQ:USCR),NASDAQ:USCR,5/8/14 10:00,,0.01146892,-0.040440639,0.032920619,-0.003600606
21082,Synta Pharmaceuticals (NASDAQ:SNTA),NASDAQ:SNTA,5/8/14 10:00,,0.036244378,-0.079382331,-0.118534826,-0.256281255
21083,"Golub Capital BDC, Inc. (NASDAQ:GBDC)",NASDAQ:GBDC,5/8/14 12:00,,-0.001286378,0.031979504,0.005781977,0.021875716
21084,POZEN Inc. (NASDAQ:POZN),NASDAQ:POZN,5/8/14 11:00,,0.043209916,0.04053781,-0.155385825,-0.0773635
21085,Hardinge Inc. (NASDAQ:HDNG),NASDAQ:HDNG,5/8/14 11:00,,-0.026269348,-0.157438957,-0.12530624,-0.242032044
21086,"Delek US Holdings, Inc. (NYSE:DK)",NYSE:DK,5/8/14 10:00,,-0.019617236,-0.067709052,-0.132268854,-0.053735583
21087,Ameren (NYSE:AEE),NYSE:AEE,5/8/14 10:00,,-0.055182826,-0.021152853,-0.058085646,-0.039928957
21088,PGT (NASDAQ:PGTI),NASDAQ:PGTI,5/8/14 11:00,,-0.199961814,-0.213774929,-0.131197804,-0.109283207
21089,Dish Network (NASDAQ:DISH),NASDAQ:DISH,5/8/14 12:00,,-0.040872718,-0.109715022,-0.054056481,-0.03616658
21090,"Apollo Global Management, LLC (NYSE:APO)",NYSE:APO,5/8/14 11:00,,-0.062036504,0.008502112,-0.034894095,-0.176851848
21091,Middleby (NASDAQ:MIDD),NASDAQ:MIDD,5/8/14 11:00,,-0.112501092,-0.114564417,-0.18325263,-0.092282332
21092,Inter Parfums (NASDAQ:IPAR),NASDAQ:IPAR,5/8/14 11:00,,-0.137189921,-0.195596109,-0.29298634,-0.248915774
21093,INTL FCStone (NASDAQ:INTL),NASDAQ:INTL,5/8/14 9:00,,-0.033700389,-0.029589366,-0.020670004,-0.140641991
